gene_id,cancer_cohort,effect_size,effect_size_label,adjusted_p_value,de_score,cancer_association_raw_score,cancer_association_score,cancer_association_availability,clinical_category,clinical_direction,clinical_score,clinical_availability,cross_cancer_cohort_count,cross_cancer_score,cross_cancer_availability,functional_description,pathway_count,final_score,rank,scoring_version
AKAP13,TCGA-COAD,-0.7190033941668084,log2_fold_change,6.041740055144463e-11,0.5546001163768022,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,A-kinase anchoring protein 13,5,0.38865002909420054,5506,1.0
NCRNA00086,TCGA-COAD,-0.7187248251748257,log2_fold_change,3.993625721463477e-06,0.5544708088187754,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.3886177022046938,5507,1.0
BUB3,TCGA-COAD,0.696475277161861,log2_fold_change,1.5711545139800889e-29,0.5410874765630052,0.013321,0.013321,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,BUB3 mitotic checkpoint protein,10,0.38860211914075127,5508,1.0
RGS1,TCGA-COAD,-0.7184483881971655,log2_fold_change,3.399111334430557e-05,0.5543415012607487,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,regulator of G protein signaling 1,2,0.38858537531518716,5509,1.0
ARHGAP8,TCGA-COAD,0.7182887600204655,log2_fold_change,5.3248950998515095e-08,0.5542768474817353,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,Rho GTPase activating protein 8,1,0.3885692118704338,5510,1.0
TMEM182,TCGA-COAD,0.7112782619819207,log2_fold_change,4.211127415230572e-12,0.5504622745199457,0.0037,0.0037,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,transmembrane protein 182,0,0.3885405686299864,5511,1.0
C4orf49,TCGA-COAD,-0.7182160327477403,log2_fold_change,2.4071614037210164e-05,0.5541475399237086,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.38853688498092714,5512,1.0
C1orf183,TCGA-COAD,-0.7175759167661617,log2_fold_change,4.734586701648095e-09,0.5540182323656818,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.3885045580914205,5513,1.0
NOL10,TCGA-COAD,0.7175494371482181,log2_fold_change,1.1920974484549872e-32,0.5539535785866684,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,nucleolar protein 10,0,0.38848839464666707,5514,1.0
C22orf31,TCGA-COAD,-0.7174002558417192,log2_fold_change,3.5997027659067945e-08,0.5538889248076551,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,chromosome 22 open reading frame 31,0,0.38847223120191376,5515,1.0
LOC387647,TCGA-COAD,-0.7169614105406783,log2_fold_change,3.074427059504216e-21,0.5538242710286416,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.3884560677571604,5516,1.0
CASP1,TCGA-COAD,-0.678704622207059,log2_fold_change,0.0002745488224254,0.5287386047714489,0.024984,0.024984,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,caspase 1,11,0.38843065119286224,5517,1.0
TNRC18,TCGA-COAD,0.4650268122121765,log2_fold_change,1.1947006470327229e-06,0.3686558479343118,0.185012,0.185012,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,trinucleotide repeat containing 18,0,0.38841696198357795,5518,1.0
PORCN,TCGA-COAD,0.7165283984308379,log2_fold_change,1.1821047022487553e-13,0.5536303096916014,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,porcupine O-acyltransferase,2,0.38840757742290033,5519,1.0
DLL1,TCGA-COAD,-0.7135735033259429,log2_fold_change,2.0522592148687383e-08,0.5520786189952803,0.00148,0.00148,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,delta like canonical Notch ligand 1,13,0.3883896547488201,5520,1.0
IL2RG,TCGA-COAD,-0.6714281681732892,log2_fold_change,8.107308786512529e-07,0.523695610008405,0.029787,0.029787,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,interleukin 2 receptor subunit gamma,9,0.38837065250210123,5521,1.0
CBR1,TCGA-COAD,-0.7164696145318086,log2_fold_change,4.197464829751776e-07,0.5534363483545613,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,carbonyl reductase 1,1,0.3883590870886403,5522,1.0
MRPL35,TCGA-COAD,-0.7159222667576319,log2_fold_change,2.5738070700443766e-24,0.5533716945755479,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,mitochondrial ribosomal protein L35,4,0.388342923643887,5523,1.0
RBM44,TCGA-COAD,0.7156347262493608,log2_fold_change,1.130559962339974e-06,0.5533070407965346,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,RNA binding motif protein 44,0,0.38832676019913365,5524,1.0
C8orf84,TCGA-COAD,0.7155240320654945,log2_fold_change,0.0016516412065831,0.5532423870175212,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.3883105967543803,5525,1.0
MARS,TCGA-COAD,0.7154316902609619,log2_fold_change,4.2155336477144305e-21,0.5531777332385078,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.388294433309627,5526,1.0
THOP1,TCGA-COAD,0.7152994456762745,log2_fold_change,3.875599085656308e-22,0.5531130794594944,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,thimet oligopeptidase 1,1,0.38827826986487357,5527,1.0
KRT8,TCGA-COAD,-0.7071685399965943,log2_fold_change,3.8413680446190836e-09,0.5477468158013836,0.005326,0.005326,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,keratin 8,4,0.3882682039503459,5528,1.0
NAPEPLD,TCGA-COAD,-0.7152156404571048,log2_fold_change,4.639010050128394e-16,0.5530484256804811,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,N-acyl phosphatidylethanolamine phospholipase D,1,0.38826210642012027,5529,1.0
WIT1,TCGA-COAD,0.7146364062766501,log2_fold_change,1.8051921492180008e-10,0.5529191181224543,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.38822977953061355,5530,1.0
HSPA6,TCGA-COAD,0.7124424526692827,log2_fold_change,8.031040067403003e-08,0.5514320812051464,0.00148,0.00148,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,heat shock protein family A (Hsp70) member 6,2,0.3882280203012866,5531,1.0
L3MBTL,TCGA-COAD,0.7145604639263174,log2_fold_change,1.8686811074300109e-06,0.5528544643434409,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.38821361608586025,5532,1.0
NME5,TCGA-COAD,-0.7144770168855539,log2_fold_change,0.0003326158417887,0.5527898105644274,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,NME/NM23 family member 5,0,0.38819745264110683,5533,1.0
WEE1,TCGA-COAD,0.6993560549206883,log2_fold_change,1.8740467781725694e-13,0.5427038210383397,0.010038,0.010038,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,WEE1 G2 checkpoint kinase,7,0.3881854552595849,5534,1.0
REXO2,TCGA-COAD,0.7143716783216778,log2_fold_change,9.477151897741383e-12,0.5527251567854141,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,RNA exonuclease 2,1,0.38818128919635353,5535,1.0
PIGU,TCGA-COAD,0.7142529080675413,log2_fold_change,3.485399619482958e-28,0.5526605030064007,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,phosphatidylinositol glycan anchor biosynthesis class U,1,0.38816512575160017,5536,1.0
ALDH3A1,TCGA-COAD,-0.7142460173972367,log2_fold_change,0.00017045223175,0.5525958492273874,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,aldehyde dehydrogenase 3 family member A1,1,0.3881489623068468,5537,1.0
CAPN10,TCGA-COAD,0.7121239467849225,log2_fold_change,2.0313135903299616e-24,0.5509795047520527,0.00148,0.00148,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,calpain 10,1,0.3881148761880132,5538,1.0
GAS2L2,TCGA-COAD,-0.7138566092444142,log2_fold_change,1.007908123547141e-05,0.5524018878903472,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,growth arrest specific 2 like 2,0,0.3881004719725868,5539,1.0
SIK3,TCGA-COAD,-0.7136357069759498,log2_fold_change,2.0504156970992848e-17,0.5522079265533071,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,SIK family kinase 3,0,0.38805198163832677,5540,1.0
HSF2BP,TCGA-COAD,0.7136326624594918,log2_fold_change,1.608672335962655e-10,0.5521432727742936,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,heat shock transcription factor 2 binding protein,0,0.3880358181935734,5541,1.0
SRD5A1,TCGA-COAD,0.7129563363465792,log2_fold_change,2.859179911100475e-14,0.5518200038792267,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,steroid 5 alpha-reductase 1,1,0.3879550009698067,5542,1.0
RAC2,TCGA-COAD,-0.7062533088862377,log2_fold_change,4.157913975378508e-07,0.5471002780112497,0.004654,0.004654,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,Rac family small GTPase 2,8,0.38793856950281247,5543,1.0
SMCR8,TCGA-COAD,-0.71283881118881,log2_fold_change,4.014633065106978e-20,0.5516906963211999,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,SMCR8-C9orf72 complex subunit,0,0.3879226740803,5544,1.0
C11orf70,TCGA-COAD,0.7127758911819888,log2_fold_change,0.0001007731729943,0.5516260425421866,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.38790651063554665,5545,1.0
LMLN,TCGA-COAD,0.7125978168173308,log2_fold_change,4.068875680588938e-13,0.5515613887631732,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,leishmanolysin like peptidase,0,0.3878903471907933,5546,1.0
MMP15,TCGA-COAD,-0.7097502217294878,log2_fold_change,9.639010830692814e-10,0.5492985064977048,0.00222,0.00222,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,matrix metallopeptidase 15,3,0.3878796266244262,5547,1.0
P2RY6,TCGA-COAD,-0.7065862698277341,log2_fold_change,3.268402140367314e-06,0.5472295855692765,0.004255,0.004255,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,pyrimidinergic receptor P2Y6,2,0.3878711463923191,5548,1.0
AKAP8L,TCGA-COAD,0.6929233754050834,log2_fold_change,3.9088047449123284e-23,0.5388245942975367,0.012581,0.012581,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,A-kinase anchoring protein 8 like,1,0.38785139857438417,5549,1.0
ABHD2,TCGA-COAD,0.7124398430837413,log2_fold_change,2.1265928991191846e-13,0.5513674274261331,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,"abhydrolase domain containing 2, acylglycerol lipase",0,0.3878418568565333,5550,1.0
FZD6,TCGA-COAD,0.7124167917448396,log2_fold_change,3.3248997788577536e-24,0.5513027736471197,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,frizzled class receptor 6,5,0.3878256934117799,5551,1.0
C3orf57,TCGA-COAD,-0.7122112485075895,log2_fold_change,0.0014574782538417,0.5511734660890929,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.38779336652227325,5552,1.0
ALPP,TCGA-COAD,-0.7061730939791917,log2_fold_change,0.0029385651108137,0.5469063166742096,0.004255,0.004255,available,,,0.0,no_support,3,1.0,available,"alkaline phosphatase, placental",1,0.3877903291685524,5553,1.0
UGT2B4,TCGA-COAD,0.7122026692819374,log2_fold_change,9.420502480795721e-08,0.5511088123100796,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,UDP glucuronosyltransferase family 2 member B4,2,0.3877772030775199,5554,1.0
CDK5RAP3,TCGA-COAD,0.7079756353402704,log2_fold_change,4.569657830368776e-24,0.5481993922544772,0.002847,0.002847,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,CDK5 regulatory subunit associated protein 3,0,0.3877615980636193,5555,1.0
SLC35A1,TCGA-COAD,-0.7121693245778626,log2_fold_change,2.305910699830128e-13,0.5510441585310661,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,solute carrier family 35 member A1,5,0.38776103963276654,5556,1.0
TREM2,TCGA-COAD,0.6979882227528558,log2_fold_change,0.0007177897183635,0.5419279756901791,0.009107,0.009107,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,triggering receptor expressed on myeloid cells 2,4,0.3877587439225448,5557,1.0
CCDC8,TCGA-COAD,-0.7025906703053062,log2_fold_change,4.976619334807521e-06,0.5450313570828215,0.00592,0.00592,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,coiled-coil domain containing 8 subunit of 3M complex,1,0.3877378392707054,5558,1.0
CTU1,TCGA-COAD,0.7120805219171071,log2_fold_change,1.6707182196163958e-11,0.550850197194026,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,cytosolic thiouridylase subunit 1,1,0.3877125492985065,5559,1.0
ITIH5L,TCGA-COAD,0.7117966655295924,log2_fold_change,7.663849250070918e-08,0.5507855434150126,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.38769638585375316,5560,1.0
C19orf53,TCGA-COAD,0.711709210301894,log2_fold_change,1.7724072895560956e-17,0.5507208896359992,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,chromosome 19 open reading frame 53,0,0.3876802224089998,5561,1.0
CCDC88A,TCGA-COAD,-0.6988004349309218,log2_fold_change,5.566566092117801e-07,0.5423805521432727,0.008326,0.008326,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,coiled-coil and HOOK domain protein 88A,2,0.3876766380358182,5562,1.0
LRRC69,TCGA-COAD,0.7114543663653421,log2_fold_change,3.089588251444614e-07,0.5505915820779724,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,leucine rich repeat containing 69,0,0.3876478955194931,5563,1.0
MAP3K12,TCGA-COAD,-0.7114010660071637,log2_fold_change,1.4660213606597968e-07,0.5505269282989591,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,mitogen-activated protein kinase kinase kinase 12,0,0.3876317320747398,5564,1.0
SFXN5,TCGA-COAD,-0.7111976718403543,log2_fold_change,1.4344688469659702e-12,0.5503976207409323,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,sideroflexin 5,0,0.38759940518523306,5565,1.0
INCENP,TCGA-COAD,0.7107580078458131,log2_fold_change,8.118997241101313e-13,0.5502036594038922,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,inner centromere protein,7,0.38755091485097304,5566,1.0
PCDH15,TCGA-COAD,-0.7106863806924781,log2_fold_change,6.069014065801128e-07,0.5501390056248788,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,protocadherin related 15,2,0.38753475140621974,5567,1.0
COL24A1,TCGA-COAD,0.7052848285860485,log2_fold_change,0.0013367562642139,0.5463890864421025,0.0037,0.0037,available,,,0.0,no_support,3,1.0,available,collagen type XXIV alpha 1 chain,6,0.38752227161052566,5568,1.0
ARHGAP24,TCGA-COAD,-0.7103769657172085,log2_fold_change,1.0591385119363824e-08,0.5498803905088252,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,Rho GTPase activating protein 24,3,0.3874700976272063,5569,1.0
WDR37,TCGA-COAD,-0.7103616237421093,log2_fold_change,1.661869119020615e-22,0.5498157367298119,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,WD repeat domain 37,0,0.387453934182453,5570,1.0
TNIP1,TCGA-COAD,-0.7103178492239479,log2_fold_change,5.5521612417253214e-14,0.5497510829507984,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,TNFAIP3 interacting protein 1,1,0.3874377707376996,5571,1.0
PRPF6,TCGA-COAD,0.6985391864233303,log2_fold_change,8.779959676934017e-27,0.5423158983642594,0.0074,0.0074,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,pre-mRNA processing factor 6,3,0.38742897459106485,5572,1.0
VPS37B,TCGA-COAD,-0.7101587071465119,log2_fold_change,4.693392728781637e-10,0.5496864291717851,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,VPS37B subunit of ESCRT-I,5,0.3874216072929463,5573,1.0
FIP1L1,TCGA-COAD,0.4601975950878376,log2_fold_change,5.6770374699684505e-21,0.364647313635482,0.185012,0.185012,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,factor interacting with PAPOLA and CPSF1,7,0.3874148284088705,5574,1.0
PAIP2B,TCGA-COAD,-0.7101212092785252,log2_fold_change,1.090717246085031e-13,0.5496217753927717,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,poly(A) binding protein interacting protein 2B,0,0.3874054438481929,5575,1.0
TUBG1,TCGA-COAD,0.7099662374211171,log2_fold_change,2.3573480715840933e-16,0.5495571216137584,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,tubulin gamma 1,7,0.38738928040343956,5576,1.0
EBF3,TCGA-COAD,-0.6983415572232641,log2_fold_change,0.0032994668317881,0.5421219370272192,0.0074,0.0074,available,,,0.0,no_support,3,1.0,available,EBF transcription factor 3,0,0.3873804842568048,5577,1.0
NWD1,TCGA-COAD,-0.7099093638069247,log2_fold_change,0.001459273163813,0.5494278140557316,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,NACHT and WD repeat domain containing 1,0,0.3873569535139329,5578,1.0
HDHD2,TCGA-COAD,-0.7096631587924254,log2_fold_change,1.712960702194034e-38,0.5492338527186914,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,haloacid dehalogenase like hydrolase domain containing 2,0,0.3873084631796728,5579,1.0
IGFBP3,TCGA-COAD,0.6982837199385994,log2_fold_change,6.674016419417981e-09,0.5420572832482059,0.007176,0.007176,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,insulin like growth factor binding protein 3,3,0.38730832081205147,5580,1.0
GAR1,TCGA-COAD,0.7095833958724214,log2_fold_change,2.53170889023584e-27,0.549169198939678,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,GAR1 ribonucleoprotein,2,0.3872922997349195,5581,1.0
SLCO4A1,TCGA-COAD,3.257687062937064,log2_fold_change,1.2168504613429805e-42,0.967608456714295,0.081529,0.081529,available,unprognostic - unfavorable,unfavorable,0.0,available,2,0.5,available,solute carrier organic anion transporter family member 4A1,1,0.38728436417857376,5582,1.0
CTTNBP2,TCGA-COAD,0.7095127750298484,log2_fold_change,5.14231466380187e-07,0.5491045451606646,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,cortactin binding protein 2,0,0.38727613629016616,5583,1.0
SLBP,TCGA-COAD,0.7095110438342154,log2_fold_change,1.5476307404578233e-23,0.5490398913816512,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,stem-loop histone mRNA binding protein,3,0.3872599728454128,5584,1.0
ABHD4,TCGA-COAD,-0.709491071123999,log2_fold_change,1.0773171549135064e-14,0.5489752376026379,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,"abhydrolase domain containing 4, N-acyl phospholipase B",1,0.3872438094006595,5585,1.0
MST1P2,TCGA-COAD,-0.7093207658195464,log2_fold_change,0.0027063905555393,0.5489105838236245,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,macrophage stimulating 1 pseudogene 2,0,0.3872276459559061,5586,1.0
FEM1C,TCGA-COAD,-0.6969338137472274,log2_fold_change,3.936186477936456e-16,0.541410745458072,0.0074,0.0074,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,fem-1 homolog C,1,0.387202686364518,5587,1.0
LOC100302401,TCGA-COAD,0.7089920859628176,log2_fold_change,3.891957296177175e-11,0.5487812762655977,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.3871953190663994,5588,1.0
PCDHAC2,TCGA-COAD,-0.7088314344192383,log2_fold_change,0.0029939309731983,0.5486519687075709,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,"protocadherin alpha subfamily C, 2",0,0.38716299217689276,5589,1.0
PPFIA2,TCGA-COAD,-0.7085131502643698,log2_fold_change,6.5308407794668e-06,0.5485226611495442,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,PPFI scaffold protein A2,6,0.38713066528738604,5590,1.0
C8orf4,TCGA-COAD,-0.7084804366365347,log2_fold_change,3.0465262896368135e-05,0.5484580073705309,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.38711450184263274,5591,1.0
CACYBP,TCGA-COAD,0.7082778355790555,log2_fold_change,4.506985384809712e-17,0.5483933535915174,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,calcyclin binding protein,0,0.3870983383978793,5592,1.0
FAM182B,TCGA-COAD,0.708174296435272,log2_fold_change,3.3933534807316686e-05,0.5483286998125041,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,family with sequence similarity 182 member B,0,0.387082174953126,5593,1.0
CNPY3,TCGA-COAD,0.6447552703394166,log2_fold_change,1.8588678753288254e-21,0.5052692829895907,0.042923,0.042923,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,canopy FGF signaling regulator 3,1,0.38704807074739767,5594,1.0
FAM13A,TCGA-COAD,-0.7078319034623899,log2_fold_change,1.0646990490794631e-06,0.5481347384754639,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,family with sequence similarity 13 member A,2,0.387033684618866,5595,1.0
MTMR8,TCGA-COAD,-0.7077458383080337,log2_fold_change,2.6838432705182722e-08,0.5480700846964505,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,myotubularin related protein 8,1,0.3870175211741126,5596,1.0
RPL39,TCGA-COAD,0.7074178151117199,log2_fold_change,9.417194104984255e-10,0.5478761233594104,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,ribosomal protein L39,16,0.38696903083985257,5597,1.0
C22orf23,TCGA-COAD,-0.7070047501279211,log2_fold_change,4.049879191709051e-06,0.5476175082433569,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,chromosome 22 open reading frame 23,0,0.38690437706083924,5598,1.0
BTBD19,TCGA-COAD,0.7069406788333619,log2_fold_change,4.177493050772053e-06,0.5475528544643434,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,BTB domain containing 19,0,0.38688821361608583,5599,1.0
KIAA0895L,TCGA-COAD,0.7069193501620346,log2_fold_change,1.2182919389149378e-10,0.5474882006853301,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.3868720501713325,5600,1.0
ADNP,TCGA-COAD,0.6984697339246111,log2_fold_change,7.81666651038744e-29,0.542251244585246,0.00518,0.00518,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,activity dependent neuroprotector homeobox,1,0.38685781114631146,5601,1.0
PMS2L1,TCGA-COAD,0.70673006993007,log2_fold_change,1.0247334308407006e-18,0.5473588931273032,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.3868397232818258,5602,1.0
FBXO22OS,TCGA-COAD,0.7064482517482507,log2_fold_change,6.274159263889166e-18,0.5471649317902632,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.3867912329475658,5603,1.0
METTL7B,TCGA-COAD,-0.7062471345727435,log2_fold_change,1.708356121724348e-05,0.5470356242322364,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.38675890605805907,5604,1.0
STAT3,TCGA-COAD,-0.3552240491216096,log2_fold_change,2.511790357579812e-07,0.2627529579103899,0.284168,0.284168,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,signal transducer and activator of transcription 3,42,0.38673023947759744,5605,1.0
HP,TCGA-COAD,-0.6919747313661946,log2_fold_change,0.0183898364572012,0.538048748949376,0.008852,0.008852,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,haptoglobin,2,0.386725187237344,5606,1.0
FAM177A1,TCGA-COAD,-0.7060379072147356,log2_fold_change,1.7817010565496082e-20,0.5468416628951962,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,family with sequence similarity 177 member A1,0,0.38671041572379905,5607,1.0
NBPF6,TCGA-COAD,0.7060172863721648,log2_fold_change,2.5589550085164643e-05,0.5467770091161829,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,NBPF member 6,0,0.38669425227904575,5608,1.0
SMPD4,TCGA-COAD,0.7058280061401998,log2_fold_change,7.314009096583362e-23,0.5467123553371694,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,sphingomyelin phosphodiesterase 4,1,0.38667808883429233,5609,1.0
WDR85,TCGA-COAD,0.7058016032747734,log2_fold_change,3.6367078241009734e-20,0.5466477015581561,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.38666192538953903,5610,1.0
CCDC58,TCGA-COAD,0.7054719682756252,log2_fold_change,2.139379963189803e-14,0.5465183940001294,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.3866295985000323,5611,1.0
ITGA6,TCGA-COAD,0.6921936210131339,log2_fold_change,2.257345786973352e-12,0.538372017844443,0.008141,0.008141,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,integrin subunit alpha 6,11,0.3866282544611107,5612,1.0
G3BP1,TCGA-COAD,0.7053162971175162,log2_fold_change,4.848913516104669e-20,0.5464537402211159,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,3,1.0,available,G3BP stress granule assembly factor 1,1,0.386613435055279,5613,1.0
C1orf200,TCGA-COAD,-0.7050172352038204,log2_fold_change,4.4552190754024245e-07,0.5462597788840757,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,,0,0.38656494472101893,5614,1.0
SRRM5,TCGA-COAD,0.7048398516118031,log2_fold_change,3.525509669676902e-12,0.5461951251050624,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,serine/arginine repetitive matrix 5,0,0.3865487812762656,5615,1.0
MEGF11,TCGA-COAD,0.7048170561146168,log2_fold_change,8.40490959666941e-06,0.546130471326049,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,multiple EGF like domains 11,0,0.38653261783151227,5616,1.0
PYGL,TCGA-COAD,-0.704410847688898,log2_fold_change,4.208496242594366e-06,0.5459365099890089,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,glycogen phosphorylase L,2,0.38648412749725225,5617,1.0
CTNNBL1,TCGA-COAD,0.7042510404229922,log2_fold_change,6.77893180266562e-35,0.5458718562099955,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,catenin beta like 1,3,0.38646796405249884,5618,1.0
TOP1P2,TCGA-COAD,0.703843962135426,log2_fold_change,1.843190959648793e-09,0.5458072024309821,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,DNA topoisomerase I pseudogene 2,0,0.38645180060774553,5619,1.0
PGAM2,TCGA-COAD,-0.7037383336176024,log2_fold_change,5.7648428242798797e-11,0.5456778948729554,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,phosphoglycerate mutase 2,2,0.3864194737182388,5620,1.0
