gene_id,cancer_cohort,effect_size,effect_size_label,adjusted_p_value,de_score,cancer_association_raw_score,cancer_association_score,cancer_association_availability,clinical_category,clinical_direction,clinical_score,clinical_availability,cross_cancer_cohort_count,cross_cancer_score,cross_cancer_availability,functional_description,pathway_count,final_score,rank,scoring_version
FAM86B1,TCGA-LUAD,-0.4668905315122593,log2_fold_change,0.0004016227360494,0.41759201497192766,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,family with sequence similarity 86 member B1 (gene/pseudogene),0,0.3543980037429819,7785,1.0
SDK1,TCGA-LUAD,0.4538789303932873,log2_fold_change,8.990932128856813e-05,0.4060511540860886,0.011471,0.011471,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,sidekick cell adhesion molecule 1,1,0.3543805385215222,7786,1.0
C8orf34,TCGA-LUAD,-2.105490745433604,log2_fold_change,8.965904516022967e-35,0.9174672489082969,0.0,0.0,no_support,unprognostic - favorable,favorable,0.0,available,2,0.5,available,chromosome 8 open reading frame 34,0,0.3543668122270742,7787,1.0
AGRN,TCGA-LUAD,0.4219096264604243,log2_fold_change,8.567062280225212e-07,0.3757330006238303,0.041732,0.041732,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,agrin,21,0.3543662501559576,7788,1.0
BTF3L4,TCGA-LUAD,0.4666674971202873,log2_fold_change,3.135679446135178e-13,0.4172177167810356,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,basic transcription factor 3 like 4,0,0.3543044291952589,7789,1.0
OGDH,TCGA-LUAD,-0.4562094750699348,log2_fold_change,1.0345555811921356e-22,0.40773549594510294,0.009251,0.009251,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,oxoglutarate dehydrogenase,3,0.3542466239862757,7790,1.0
PSMA7,TCGA-LUAD,0.3882906302451872,log2_fold_change,1.3241799095153705e-07,0.3400499064254523,0.076821,0.076821,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,proteasome 20S subunit alpha 7,69,0.3542177266063631,7791,1.0
LAIR2,TCGA-LUAD,0.4398067895343094,log2_fold_change,0.0331568557841875,0.39344978165938865,0.023312,0.023312,available,unprognostic - favorable,favorable,0.0,available,3,1.0,available,leukocyte associated immunoglobulin like receptor 2,1,0.3541904454148472,7792,1.0
N4BP2,TCGA-LUAD,0.2908926904722726,log2_fold_change,0.0012503207202529,0.23169058016219587,0.185012,0.185012,available,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,NEDD4 binding protein 2,0,0.354175645040549,7793,1.0
SYT3,TCGA-LUAD,-0.4660258515714992,log2_fold_change,0.0108338411630746,0.4166562694946974,0.0,0.0,no_support,,,0.0,no_support,3,1.0,available,synaptotagmin 3,0,0.35416406737367434,7794,1.0
RPL27,TCGA-LUAD,0.4659809511272001,log2_fold_change,4.531010836760345e-05,0.4165938864628821,0.0,0.0,no_support,unprognostic - unfavorable,unfavorable,0.0,available,3,1.0,available,ribosomal protein L27,16,0.3541484716157205,7795,1.0
